Country Name,Country Code,Series Name,Series Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Japan,JPN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,34867.5803906089,35878.7894669399,36144.6175538208,35588.625115631,35405.0801304671,36323.0952973411,36375.5864162464,36306.330204805,36784.8810250825,37576.3898917125,38250.6380111696,38751.0050046681,39280.894898666,38781.1987266546,36577.8634039981,38069.9560385983,38149.6181079417,38735.8963494252,39569.636574469,39739.5411241697,40402.581505529,40727.9688771598,41444.2157443914,41739.2033210358,41697.4119392172,39935.4647219912,40784.3817738835
Jordan,JOR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,8587.84663873741,8480.81699284242,8530.06425752918,8586.14277875751,8686.43840193284,8866.47764469964,9140.06700940275,9463.03653614212,9636.58916168536,10204.412809423,10751.7712542474,10862.4617589575,11028.3121611647,11540.4037360135,11856.2887952395,11866.8808292154,11885.238655168,12001.9902573897,11542.2925185536,10605.3492919709,9912.71315874814,9633.10076659884,9629.10299858489,9584.50699018458,9551.16538398891,9203.37577335892,9223.14753827392
Kazakhstan,KAZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,8552.45199652571,8726.5384771197,9016.00324724515,8998.90120883664,9330.56478866572,10275.7618712984,11682.8417915151,12827.2310828805,13973.077738521,15208.440248666,16536.0154072377,18112.7787011954,19500.4789415616,19770.2166481541,19614.7353205278,20751.2572399462,21970.0839239319,22702.5788406786,23720.8160716034,24355.7561188887,24290.4176339265,24210.8629616382,24862.9661245889,25544.3447563035,26351.8044418782,25361.5079910763,26110.5300409561
Kenya,KEN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,3408.54222170657,3455.10067372916,3379.89649336448,3398.47204540693,3380.77643972631,3303.32644478253,3325.9119021003,3244.17633427425,3241.67466546986,3306.78995368234,3399.40399436984,3513.34826922701,3644.33491298608,3545.5935023918,3555.98825879606,3735.79292552312,3824.19746656761,3899.16707145766,3950.88143214613,4055.11318821563,4163.92474700255,4244.85762585861,4312.90891724989,4464.8132109268,4601.21137258037,4498.38263808418,4743.48643240486
Kiribati,KIR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,1951.83505396298,1952.5427661457,1950.33179269824,2041.96462062229,1976.36843014667,2063.55600153969,1994.91748704136,2028.5941953132,2027.55827819581,1954.68301469838,2010.92879774206,1971.39879033473,1973.74975405679,1895.88978830577,1874.50942089999,1819.20135058902,1819.65658494124,1883.17343989424,1932.23533733203,1883.23055597178,2038.4864401048,1997.82285428778,1962.31955397018,2033.72827881057,1990.51796828171,1944.84695873406,1937.08929621933
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,18120.4938973,19364.9413736143,20367.9736411368,19184.2237513721,21232.6097622601,22963.638542808,23893.8970105335,25591.3990470142,26260.3684104578,27515.951769057,28640.7062360909,29990.5220008606,31569.9311989123,32275.1252504764,32363.9686586535,34394.4904890551,35388.9769124478,36049.1934873539,37021.1341641003,37967.475617995,38828.7409976118,39814.6589279289,40957.4180587145,41965.890535091,42758.5903686092,42396.7619441995,44232.2057253487
Kosovo,XKX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,7032.45229722004,7327.43919709325,7627.89142996138,8040.59381375861,8105.37493161373,8486.56549672826,8796.62962012693,9445.1054761887,10031.0441699213,10436.1688459323,10755.1675393466,11318.462250308,10706.5139756298,11884.1799153897
Kuwait,KWT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,61826.1182730909,60443.918149045,59894.1514012927,60105.8059324677,57210.5364864302,58117.1805811331,56580.9893685604,56701.059407411,64811.1819556851,69723.6172928187,74294.3466647971,75551.1109158149,75498.23035699,73162.9004434464,64468.7934378498,59780.0298541407,61356.9355962874,60588.1559593001,57051.7438025121,55583.5616687852,53808.1257614845,53476.1210376804,50007.2995366017,48943.0062162056,47314.796858175,43922.6302104742,..
Kyrgyz Republic,KGZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,2517.28444986231,2656.01771956498,2877.09856921599,2893.41753463875,2954.95412236834,3078.90925165177,3212.13354709558,3182.23289483477,3370.43019920369,3563.8753630917,3517.72050884889,3588.08991816079,3857.65390900444,4142.211454027,4210.62634731705,4141.07720559948,4334.6607889257,4259.31820386993,4631.40326661448,4722.08600228701,4805.14109238388,4912.38248430885,5046.69153549095,5133.15191442989,5258.36669631142,4726.19655886361,4814.95643768875
Lao PDR,LAO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,2291.87443559782,2394.06835106124,2505.6241751448,2557.18395506227,2696.16393881473,2804.81827700062,2918.38732165167,3043.4828437009,3181.05497613751,3336.8997825412,3522.28790031457,3765.64866792405,3988.16972141056,4234.00189042164,4482.89976176259,4793.22398456913,5103.54895952885,5434.83468573562,5789.27540028467,6145.49721851855,6499.072931782,6850.58090679719,7211.25908924885,7546.33425365984,7840.07138309428,7763.94888134096,7846.97502229276
Latvia,LVA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,9599.14600512054,9959.12103256898,10947.7811787651,11751.7141390099,12174.3037617541,12989.8984223071,13990.8438438469,15157.6207991021,16593.9176780452,18165.7494053668,20331.7000316611,22975.5627557469,25466.7829206417,24899.6463833677,21704.323785183,21173.4018014357,22117.4066807932,23970.4525106364,24715.0657086291,25423.4891072025,26628.354680838,27509.3363266025,28673.5633962664,30051.4025635035,31038.6792668747,30568.5018156322,32081.4547187248
Lebanon,LBN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,11802.4234815545,12891.5496020666,12795.0467438942,13037.9737491221,12752.0629244267,12711.9465634501,12993.8625160707,13264.9888262808,13516.334418943,14198.5513377773,14365.5867093255,14350.7479191353,15394.1851999126,16522.3348340401,17979.2579075027,19239.5648317212,19216.9679012587,19202.547426707,18180.3668430984,16863.6372336653,16611.7201915507,17248.189483819,17808.076885992,17970.9390176012,17172.1976534388,13780.9584413987,12977.2022971513
Lesotho,LSO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,1526.45469701791,1594.5616862648,1638.96356400887,1653.21958622323,1653.92269100342,1714.25017639875,1774.55611727022,1789.13601715139,1874.94421336739,1914.01816701338,1988.33220122217,2073.11570386203,2152.65624368253,2258.37681636358,2214.31160731154,2315.27678917299,2404.3627744989,2535.47084207004,2557.00031988502,2574.29638545091,2625.63708345911,2688.13459869653,2571.69411268488,2541.45275851697,2533.1190580334,2292.19521025437,2295.23221517628
Liberia,LBR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,1725.14489392022,1724.05975028423,1742.78914226299,1207.72603202828,1224.57174990412,1232.45685670626,1258.7298462622,1311.44526775915,1349.02823170644,1376.45310208172,1418.67581852205,1475.83926884669,1538.40722095826,1635.95824966995,1613.86547979499,1581.0551130224,1525.45801338777,1533.41123787771,1521.73347067984,1455.63764867217,1383.82809910001,1423.22958890403
Libya,LBY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,26668.4443358796,27130.4683406994,26040.312966882,25173.1548302708,27744.8808475887,28244.2618645924,30782.9314688046,32040.9534684844,33345.9491385308,32590.6591746565,30510.8605760237,31394.1617457376,16356.3626621348,32214.9063251032,25907.7568905042,19569.9004889534,19108.9438269268,18554.4806031278,24212.9109270915,25734.168628333,22535.4456198617,16924.1504491003,21965.1733078898
Liechtenstein,LIE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,10640.3600314613,11274.6401082973,12302.1012042126,13317.9077290717,13259.6169504528,13846.6832884609,14872.3790941775,16004.4388997159,17839.7827376226,19226.4692652314,21053.1846048184,22977.9966473047,25835.3680157114,26784.8800343204,23065.0619581523,23942.7603567557,25968.5834234521,27330.8959483858,28589.0266601627,29855.8314910326,30748.1963109529,31925.8034212317,33761.871239796,35446.708082914,37184.4536013211,37166.4115832708,39305.6130533838
Luxembourg,LUX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,80379.1276289992,80401.0320167454,83702.8135298171,88185.8001102476,94115.3840349976,99301.5269991515,101143.147977096,103317.331098088,104743.000088458,107634.837198018,108632.360015806,113346.03578151,120647.822958963,118154.667184464,112230.081410148,114343.988089326,112998.390476598,112137.135491328,113050.663254336,113313.578897944,113182.728563365,116283.699681286,114985.842235989,114164.468558094,114542.496933956,111751.314751362,115683.493708265
"Macao SAR, China",MAC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,56243.9944596034,54947.5791365571,53808.5246465278,50481.4773082566,48509.7526216919,50539.919220183,51144.1241635656,54395.4839874371,59037.936553833,72717.0745462657,76483.9075921631,84436.7464235299,94134.1413219879,94804.9240593143,93540.6701466991,114042.495307737,135365.387353207,144891.341893464,157602.482545902,151616.402363964,116855.533715854,113941.669776672,122977.508955087,128437.322961592,122822.12445644,55158.7127291936,64796.9951369875
Madagascar,MDG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,1524.49359590633,1508.57019626938,1515.44655181388,1526.06591786497,1549.0308036449,1569.62133811435,1614.3857326041,1372.8085262595,1463.5679216968,1496.07007063058,1522.06966738691,1557.96706203547,1599.43622506286,1657.8235885763,1546.37068096956,1511.98672969382,1493.44248151783,1497.00952168326,1491.07410967596,1500.91059468675,1508.37443971867,1528.56170911945,1548.1564247984,1557.32254578551,1585.47165110942,1436.20695047955,1463.628732621
Malawi,MWI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,1025.93070130182,1079.88239398893,1099.28332071415,1118.71533627141,1127.38160810668,1119.10168653125,1038.50942623303,1030.5605389658,1062.01233212418,1090.4081099744,1095.65571483759,1115.43823163782,1188.35468145785,1242.86023421465,1307.80822280294,1357.87172368421,1383.58096506989,1370.30284793874,1401.66001176534,1440.80766012808,1440.84228318132,1437.04169197779,1454.77749244971,1478.42483565789,1517.70316939192,1489.6013808411,1491.13388791687
Malaysia,MYS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,14508.4602517248,15533.755185376,16231.7988202436,14650.202096579,15161.4072950016,16089.861265572,15762.7774514835,16199.7332401781,16723.9251220156,17439.764284459,17951.3920985923,18535.0540357923,19278.4237859572,19792.2682013081,19110.7525580209,20171.8806334656,20900.3222206047,21690.4566730269,22350.908174307,23328.3437775872,24151.2591377915,24859.7996622172,25935.1426975539,26835.8096980631,27674.4016160348,25830.9717214351,26333.1563380692
Maldives,MDV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,10430.7886458859,11010.3093903623,11704.3145588578,12362.9673929364,12922.7995661622,13210.9649888979,12477.2248601651,13156.9920094023,14717.2426977368,15351.6955269511,13124.0568112964,16162.2823755567,16834.7443882095,17788.325753331,15927.7959309328,16492.5312179554,17290.2090587306,17126.3408037059,17768.608555517,18338.3231957465,18051.0702823842,18406.2683480919,18973.5689598296,19789.4897100629,20574.4044296743,13419.3345511644,18765.2163511231
Mali,MLI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,1408.29122026004,1476.2877848593,1513.60749605431,1588.17253903686,1633.11758820554,1585.3480784408,1774.68236498843,1773.34508393947,1873.98891491984,1842.05637945161,1898.62368658673,1922.5261794969,1925.06343823198,1951.77377416132,1980.05922117041,2018.60145470082,2017.14415640244,1942.73950045765,1930.13495066071,2002.37292847122,2060.09854883386,2112.18707547063,2153.84563800797,2185.5755906423,2219.04674252443,2123.82820216377,2120.62330123011
Malta,MLT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,19762.673304009,20374.9690913399,21284.3874272254,22230.3863614957,23142.0473850119,27518.6736508671,26991.8841477117,27478.6181697883,28410.7709432283,28259.9911653596,29030.4693735498,29651.0502030048,30958.831840812,31934.727748734,31335.7383673903,32910.8068825715,32924.4162506232,33973.5900451333,35333.3866979889,37278.5832659762,39896.8115109774,40312.5316992969,43508.7832565182,44607.6382717947,45425.8069251886,40733.6954418953,44650.7457388831
Marshall Islands,MHL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,4052.88972250768,3576.35393472147,3293.43374486975,3216.92613641502,3137.01484864916,3156.62437032097,3360.38547552144,3480.80317411058,3424.74624615477,3473.90659334544,3541.87568822688,3557.4936193521,3689.73560278426,3421.65970094191,3562.10854808908,3767.67606511169,3787.65460804102,3793.69402729144,3998.47205700921,4026.85481461107,4195.83437514427,4376.16892975747,4634.93684631249,4955.12952209616,5647.06691717954,5710.97293034033,5961.81651433348
Mauritania,MRT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,4542.66200796248,4711.05232958094,4419.58339717294,4424.4100086,4464.21104428696,4170.90157832329,4037.45078024876,4006.36420482719,4192.37881057003,4296.54441493126,4562.73156780926,5278.54732025735,5055.98781719139,4914.83422631159,4787.45187425344,4773.75251482583,4825.08799084025,4885.69217829664,4943.23284130834,5020.1368040475,5151.89987087883,5080.80916325595,5259.06506294936,5367.21643918436,5505.64633125718,5314.84937017167,5307.5219020273
Mauritius,MUS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,9859.45289671433,10304.4526566514,10755.0063133655,11288.7255892138,11437.143955596,12254.2954076092,12564.851462007,12679.4316244774,13333.9020994545,13824.2975934768,13986.9679793308,14599.2596439159,15365.2093580967,16134.4745655397,16625.1401462878,17311.6252417235,17988.6831197124,18566.0298106826,19147.6760417643,19844.4885545617,20549.6281624132,21328.6882468045,22148.6243877672,23023.5001913032,23681.5804484727,20224.2224178688,20967.9479251486
Mexico,MEX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,15087.589629292,15825.0937520662,16618.9132540326,17184.9431894038,17370.8129070839,17942.780345094,17596.7867366015,17324.3536521552,17315.4550005213,17731.8028266285,17883.5354077201,18434.8865389948,18610.7314252761,18586.4712913441,17387.6619121784,18036.7175885079,18432.3687850786,18838.7838966163,18844.0303377488,19141.920663054,19542.8898869992,19830.9624860394,20032.4086125948,20278.2163070623,20064.5004997154,18327.9907632396,19086.1046802563
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,3362.49361401907,3242.05734384336,3036.02146680632,3114.91190908069,3153.95915814503,3301.38676480282,3365.74673210101,3382.82770305415,3441.7565618325,3346.73083880412,3430.3965736367,3447.47305293184,3407.93057789511,3351.18387821523,3414.07193735551,3500.29507993289,3601.89450687762,3523.38657732611,3381.95391425369,3291.39706115275,3429.74274726252,3446.04063168227,3522.28831085137,3513.86525922588,3540.78241029086,3455.71653125506,3315.23023031951
Moldova,MDA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,5694.43590946124,5370.51259903959,5479.19498017509,5122.80459400246,4958.03402467878,5072.84154512426,5394.33453724765,5828.57481191138,6230.78210772563,6708.43928548132,7229.14071089401,7597.22455725261,7843.29462269869,8471.18109935887,7972.97079947616,8547.58077890931,9050.12597779595,8997.93382194521,9814.32315458583,10311.2876874657,10355.5395016635,10938.5847666863,11651.1863520107,12367.7638257765,13030.1830360711,12201.7782985285,14009.2260199103
Monaco,MCO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,4066.75311161881,4110.55360642719,4226.37264317627,4325.08029636949,4415.03193688836,4424.65282869214,4515.46557084527,4687.44465128426,4972.25762517372,5453.99336408646,5800.90934900476,6243.60885616176,6818.99359459511,7346.27875210869,7163.80183896516,7518.83111825442,8685.77986196478,9586.71492358716,10504.8147046596,11107.9889792642,11134.8018553013,11058.9504798088,11431.4980163967,12052.2938123833,12458.0184257633,11666.779701199,11668.4304175882
Montenegro,MNE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,12579.285087423,13236.0181502565,12024.7013412938,12419.0056269252,12505.1770585822,12692.3011670022,12955.5920135514,13505.0586784875,14048.8540252532,15233.3907402484,16248.3513606939,17391.0372805514,16348.100690244,16764.3647206246,17287.4254658468,16802.4074256992,17381.7486851301,17674.6300866909,18263.6167338842,18797.9111723125,19682.2941546438,20686.5919524436,21533.963774298,18258.97636675,20598.8208057577
Morocco,MAR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,3617.81372070313,4003.98901367188,3882.95922851563,4103.55078125,4089.88354492188,4111.650390625,4353.84716796875,4431.3037109375,4636.9921875,4797.67529296875,4889.10986328125,5189.35498046875,5302.1708984375,5543.08837890625,5703.02880859375,5841.87841796875,6064.43212890625,6160.99853515625,6352.43310546875,7462.15283203125,7687.69091796875,7632.185546875,7921.619140625,8072.08642578125,8217.5986328125,7545.9951171875,8058.39697265625
Mozambique,MOZ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,465.833295745524,502.40254145103,544.214075929696,584.068720726015,636.791741056073,628.693279379386,687.193473982929,731.98950838089,762.286182465831,801.427127567949,832.83886074045,890.45295678248,934.736348838618,977.190877362937,1011.56129067609,1047.59143121573,1092.77324514229,1137.28481473371,1179.6700241619,1228.6568351923,1271.96187316893,1279.92050648812,1287.23486734661,1292.89766393116,1285.18482168195,1232.98557643819,1226.76692418199
Myanmar,MMR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,708.504878120141,746.426565295562,781.596071673782,816.526211171425,875.418496916139,973.395538105398,1083.41941973722,1198.09469726169,1340.87273211032,1511.17153181783,1702.30968192177,1914.24156880612,2137.64494345301,2360.54324023081,2591.0463042135,2830.28405345417,3018.46161417534,3187.11491816792,3409.64889509132,3658.59353837648,3748.29422207632,4109.55741244518,4312.94738940376,4556.28116841647,4829.53670703209,4947.09396139339,4032.62565252576
Namibia,NAM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,6401.02289375308,6426.37987279473,6526.79788042661,6575.76338740461,6635.53911764096,6713.00255274828,6655.75024804882,6855.83880975703,7046.14750747527,7812.86143375938,7914.73283650675,8373.48262858157,8714.10345282176,8826.27359738165,8726.681848503,9115.5065080165,9431.04419438545,9747.81971581597,10122.1544732686,10554.5647485551,10813.2266245939,10627.6351134727,10335.2674233219,10266.1705492656,10009.5780666664,9048.18352256337,9137.79706237595
Nauru,NRU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,5343.42828523809,5190.04329736777,5689.84461815871,4400.85164252124,5391.4215882003,5887.29845451195,6536.33272412859,7160.59921915598,7851.37540205439,10015.1237595363,12390.3685046889,12567.816289529,12729.8608861998,11746.626949751,12209.9479164263,12000.6115195736,11958.1716233181,11947.3948360866
Nepal,NPL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,1760.44496331039,1815.31261612648,1868.78379993612,1888.28753441282,1935.69172280422,2020.85543796567,2084.19999917275,2055.7227160552,2107.64096545499,2179.09301501333,2230.78916040046,2285.51221357762,2346.2592228798,2473.94174348691,2572.17507963628,2682.69869768126,2763.82884521048,2886.09752232318,2982.28699974016,3152.29326141144,3260.03499803884,3244.67429976078,3495.52880048305,3719.30777543436,3922.08133124638,3761.80278751871,3831.94839530151
Netherlands,NLD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,39498.1368221301,40691.8903167389,42235.4890688287,43933.5681069516,45839.1314634489,47422.2034047837,48160.7843668965,47958.3319661157,47806.8844286609,48586.7046242077,49467.4354267059,51097.3626113331,52909.9697572206,53848.2522316971,51607.6057272318,52032.9865022429,52594.2290064164,51860.0559942119,51640.0766862304,52186.9973861206,52974.1162200949,53847.8265545448,55088.6338006744,56060.9136269404,56784.0372529824,54275.0030465677,56617.3517924422
New Caledonia,NCL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,29757.4744238664,30349.2065559529,30567.5166561664,30539.1016675236,32035.0456929657,32772.5820905748,33708.7045068583,34676.7952859871,35546.0964250832,36432.4904779381,37219.8029507147,37828.1868466129,38611.9803208566,37860.1125567697,37432.83357294,37583.1117375107,38137.4906073895,38780.6056237848,39521.0755453425,40353.1060552186,41020.3125760606,41620.3479648419,42218.5377148394,42862.0709769574,43110.3712370682,41642.0280947517,42915.452980144
Nicaragua,NIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,3334.79037640705,3479.69495941983,3555.97006309171,3629.69250738249,3827.1252438507,3927.06192466964,3989.18732993529,3968.63705794251,4019.7146739691,4183.60801136429,4308.01501628184,4425.97192473647,4586.27120470923,4676.90578199093,4457.93376161209,4586.87387502124,4805.40210803224,5042.80344604809,5214.52860239618,5385.49850206405,5563.00409511173,5734.35511381943,5915.37544335424,5636.63988647687,5348.98731546075,5181.72704217943,5638.74793075852
Niger,NER,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,977.482537464639,946.072600598582,929.01349318949,987.709713624839,952.499580194841,909.317004941121,942.268155197627,954.876243742714,942.005407629776,912.465794691559,944.848197027134,965.357252529784,960.092556541167,997.024440394444,979.654029431061,1024.738364706,1010.32699497906,1075.1459821809,1089.87313971768,1119.13721200759,1124.41007649402,1143.86070144165,1155.97355904554,1193.26561640112,1217.44598648234,1214.54655621077,1186.57680884535
Nigeria,NGA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,2895.35058850418,2941.56133011896,2952.51924730111,2953.4780343962,2896.14790852422,2963.27409777631,3056.51128547328,3431.73286146535,3585.9946031434,3813.52742124912,3951.18281855945,4079.13565382941,4231.7641568009,4396.80055456588,4622.36354035931,4857.26627077743,4975.63820133476,5045.47172028816,5238.8326721415,5424.92451124901,5429.09962085831,5209.07415509005,5120.00559777914,5089.77763402092,5076.36829020617,4865.08683216908,4922.63245228635
North Macedonia,MKD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,9022.10148212076,9082.0461203094,9200.63205055485,9461.01921295634,9824.461796112,10224.7153611322,9869.54113918858,10089.9730570718,10280.5641898764,10730.5330267058,11213.668869449,11770.2265498599,12511.7431877325,13174.8593595499,13103.45905184,13515.014815821,13807.4992214832,13727.8065993854,14108.9258887938,14596.6359580977,15139.2887585478,15553.4774779191,15706.4827012923,16145.5755063393,16773.081717702,15779.7301930183,16464.3764821676
Northern Mariana Islands,MNP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,49260.9695215676,51476.1992154047,53903.4378206491,54989.7027325446,55713.7558893203,57127.3819959897,58018.3114261599,58540.8454427638,58728.1569902155,60699.5665822807,61870.3645561435,62846.9386813354,64062.4393106033,63570.3414789942,61689.5585425125,61353.4773254345,61157.1299274456,61990.6923569269,61878.9751793609,62390.1303126574,62987.5162863772,63104.0807823312,64050.7561654659,64341.2586813606,64385.0059928545,63548.0008158322,65662.1743876638
Oman,OMN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,33650.8630770207,34090.8036903491,35574.1333993771,35967.3218626829,35573.591108352,37392.2460084027,38568.3171126044,37683.4196290656,36256.346383465,36170.6752465376,36388.4441872345,37662.5172708994,38659.353306432,41114.2391363025,42875.1133681902,40819.9384818357,37745.452145028,37270.5865196308,36330.4785575811,35032.2568523309,35188.0237597531,35229.9541897252,34218.3881261022,34212.1067685769,33814.1116228719,33098.2098998097,34294.7646728045
Pakistan,PAK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,3328.00192048791,3384.60998571165,3319.86947219481,3307.51008837316,3331.95304121718,3368.68189685474,3382.20483841959,3381.14081311618,3499.01860241277,3679.90711550373,3836.09028707792,3978.01932699517,4081.91188535822,4061.88650675956,4084.82537302128,4058.0086198212,4082.44948753995,4150.32564036774,4266.71141812156,4403.67261167579,4552.60565396948,4746.71755767312,4891.71977393238,5113.43429232337,5157.546571801,5004.35224191866,5232.14277317459
Palau,PLW,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,13301.0236835902,14084.7936127112,14572.0403463247,14075.9355246173,14739.4488496309,15381.8349707348,15484.9791235535,16004.3390480164,15287.3820547486,14489.2224643719,14744.5280041951,15988.7203945432,16522.4633273551,16089.2076460289,17110.4897357963,18402.5285397479,18364.4804324811,17594.688861591,17587.0884398402,17605.4802594347,15952.2508355007,13785.3975299713
Panama,PAN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,12749.8239855411,13004.0676608492,13568.2250675722,14275.6672614056,14542.8114073091,14646.0335365807,14444.8142326183,14483.0845443685,14804.6245453189,15615.4005445744,16421.6075724098,17510.3489514996,19248.560340811,20760.491260457,20640.2157383346,21455.6831549617,23461.8735965497,25302.08078276,26576.8640377953,27440.5669788411,28512.9248173028,29410.6350691161,30526.3798548751,31125.6242447643,31543.6060613792,25510.2734507641,29037.9451962302
Papua New Guinea,PNG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,3675.62721944801,3819.67975341656,3541.38835604057,3289.60679418392,3235.69774008928,3047.9168378361,2942.61658395417,2841.16254524583,2808.10859024266,2791.84861578413,2875.03357428129,2935.97109423635,3068.07404790374,2966.01676868163,3072.62861647527,3283.7150474769,3225.08747681108,3282.80901530747,3317.8159637727,3669.91313463704,3813.11429259364,3924.35591939071,3966.94743172774,3864.94452055573,3947.86549014703,3741.59671973688,3677.46021264754
Paraguay,PRY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,9661.06889884326,9588.72401371918,9774.3152366375,9572.0537151699,9248.59373640073,8862.14369215816,8640.30283866053,8515.94666738008,8773.13852976157,9022.79829014608,9113.41175116844,9451.76055686211,9865.32641690404,10403.8405428603,10272.1771773849,11281.2557333508,11613.1685799089,11376.4073007467,12150.9715219326,12616.4142339973,12806.0966786058,13163.7401933187,13604.1747171995,13848.4991149602,13609.72300919,13317.3211184333,13687.6551218631
